"","...1","species","longitude","latitude","genus","state","province","locality","elevation.in.m","principal.collector","determinator","herbarium","collection.code","picture.code.link","note","original.name","x","link2","gbifid","link","datasetkey","countrycode","stateprovince","elevation","basisofrecord","institutioncode","collectioncode","catalognumber","recordnumber","identifiedby","recordedby","tae","region","location","elevation2","main.collector","note1","note2","x.1","scientificname","typestatus","altitude.in.m","determined.by","verbatimscientificname","x.2","occurrenceid","kingdom","phylum","class","order","family","infraspecificepithet","taxonrank","verbatimscientificnameauthorship","occurrencestatus","individualcount","publishingorgkey","coordinateuncertaintyinmeters","coordinateprecision","elevationaccuracy","depth","depthaccuracy","eventdate","day","month","year","taxonkey","specieskey","dateidentified","license","rightsholder","establishmentmeans","lastinterpreted","mediatype","issue","cataloguenumber.colectioncode","note.1"
"44",44,"candollei",-65.385278,-23.205858,"Senecio","ARG","Jujuy","Humahuaca Cerro de CaspalἔD bgcolor=#FFFF80>23","3000","Venturi, S.",NA,"Darwinion","8620",NA,"Original coordinates are wrong, adjusted by Diana according to locality description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",45,"candollei",-70.650278,-16.721667,"Senecio","PER","Moquegua","Calacoa, W of Ticsani volcano","4035","Montesinos","Salomon","Mus.Bot.Berol.","5388","IMG_5589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",46,"canescens",-69.713535,-17.364012,"Senecio","BOL","Tarata","Coordillera Barroso","4000-4400","A Cano","Luciana","FMNH","8246","https://ids.si.edu/ids/media_view?id=ark:/65665/m3746d1e1edb1747fd8a1abc04c2203676&defaultView=image_dynamic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",47,"canescens",-67.0569444,-16.3202778,"Senecio","BOL","La Paz","Trail from Cumbre towards Cerro Manqulizani, NE facing rocky slopes","4850","Petr Sklenar","Petr Sklenar",NA,"15259",NA,"from Petr's tables",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",48,"canescens",-68.123861,-16.257834,"Senecio","BOL","La paz","Vertiente oriental Huayna Potosi","4700","Gonzales","Luciana","FMNH","1996","https://ids.si.edu/ids/media_view?id=ark:/65665/m38107c945d8514bee97f08d2f5f5522ec&defaultView=image_dynamic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",49,"canescens",-72.2267,-13.1131,"Senecio","PER","Cusco","Panticalla","3600","Cook O F","Cuatrecasas","FMNH","1884","https://ids.si.edu/ids/media_view?id=ark:/65665/m3b92d02a395cc4bd4b96c0be3df314ae3&defaultView=image_dynamic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",50,"canescens",-76.23293,-12.125019,"Senecio","PER","Lima","Huarochiri vecinity","200-3000","Hrdlicka","Cuatrecasas","FMNH","602749","https://ids.si.edu/ids/media_view?id=ark:/65665/m35b7550f87f8f4e3d933f8883c5078b2f&defaultView=image_dynamic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",51,"canescens",-75.114103,-12.051293,"Senecio","PER","Junin","Huancayo","4700","Killip","Cuatrecasas","FMNH","22062","https://ids.si.edu/ids/media_view?id=ark:/65665/m3e80ec5415e4247cb91a2efe6e98befbe&defaultView=image_dynamic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",52,"canescens",-77.2833333,-9.8833333,"Senecio","PER","Ancash","Huascaran","4230","DN Smith, M Torres","Determined by Luciana. Synonym of Culcitium canescens. Culcitium rufescens is a different species","HUT","11807",NA,"from Petr's tables","Senecio rufescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",53,"canescens",-77.3,-8.17,"Senecio","PER","La libertad","alrededores de Minera La Estrella",NA,"Sagastegui","Sagastegui","FMNH","172398","https://collections-botany.fieldmuseum.org/catalogue/172398","ladera rocosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",54,"canescens",-78.318623,-7.995227,"Senecio","PER","La libertad","Quiruvilca","4200","Carriker","Cuatrecasas","FMNH","1705989","https://ids.si.edu/ids/media_view?id=ark:/65665/m3d95e2e50312f41939305ff6d04d702c8&defaultView=image_dynamic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",55,"canescens",-77.707941,-7.136451,"Senecio","PER","La Libertad","Bolivar, on road to Nevado Cajamarquilla",NA,"Sanchez Vega","M O Dillon","FMNH","5056","https://fm-digital-assets.fieldmuseum.org/190/958/ASTE_sene_cane_2151168.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",56,"canescens",-78.5578333,-2.2641111,"Senecio","ECU","Chimborazo","Osogochi","4240","Petr Sklenar","Petr Sklenar",NA,"16107",NA,"from Petr's tables",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",57,"canescens",-78.4301944,-1.6378611,"Senecio","ECU","Chimborazo","Altar","4350","Petr Sklenar","Petr Sklenar",NA,"16082",NA,"from Petr's tables",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",58,"canescens",-78.866955,-1.50688,"Senecio","ECU","Chimborazo","Mount Chimborazo","4300","Rimbach","Cuatrecasas","FMNH","93","https://ids.si.edu/ids/media_view?id=ark:/65665/m319746423e4f147de9ae60ad85ec65145&defaultView=image_dynamic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",59,"canescens",-78.31666,-1.13333,"Senecio","ECU","Tungurahua","Parque Nacional Llanganates, camino desde el Páramo de Soguillas hasta Aucacocha. Páramo húmedo, parches de bosque alto-andino, roca metamórfica.","3940","Edwin Narváez & Grupo Post-Grado MO-QCNE","Harold Robinson","MO, QCNE","544","http://legacy.tropicos.org/Specimen/1427771","from Petr's tables","Senecio canascens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",60,"canescens",-78.6689444,-0.5368056,"Senecio","ECU","Pichincha","Corazon, trail to the summit on the southern side of the mountain, rocky and sandy slopes","4420","Petr Sklenar","Petr Sklenar",NA,"16024",NA,"from Petr's tables",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",61,"canescens",-78.1658333,-0.4830556,"Senecio","ECU","Pichincha","Antisana, western slopes of the volcano","4660","Petr Sklenar","Petr Sklenar",NA,"15858",NA,"from Petr's tables",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",62,"canescens",-78.18333,-0.46666,"Senecio","ECU","Napo, Quijos","Reserva Ecológica Antisana. Laguna de Santa Lucía, al oeste del volcán Antisana. Páramo tipo pajonal.","4280","Homero Vargas & Edwin Narváez","Harold Robinson","MO, QCNE","2130","http://legacy.tropicos.org/Specimen/1293917","from Petr's tables","Senecio canascens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",63,"canescens",-78.0177778,0.0088889,"Senecio","ECU","Pichincha","Nevado Cayambe, southern side of the mountain, broad valley below the refuge","4470","Petr Sklenar","Petr Sklenar",NA,"12429",NA,"from Petr's tables",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",64,"canescens",-77.8333333,0.7166667,"Senecio","ECU","Carchi","Vía Las Juntas-El Angel. Páramo del Angel. Bosque muy húmedo Montano.","3300-3400","Walter A. Palacios & H. van der Werff","Harold Robinson","MO","3972","http://legacy.tropicos.org/Specimen/580449","from Petr's tables","Senecio canascens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",65,"canescens",-77.8797778,0.7888889,"Senecio","ECU","Carchi","Volcan Chiles, margin of the road Tufino - Maldonado, ca 3-4 km SW of Tufino","3517","Petr Sklenar","Petr Sklenar",NA,"11505",NA,"from Petr's tables",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",66,"canescens",-77.933919,0.853993,"Senecio","COL","Narino","Volcan Chiles","3290","Ewan Joseph","Cuatrecasas","FMNH","16099","https://ids.si.edu/ids/media_view?id=ark:/65665/m32a939bf63e3e43aa865ae6fdbd6effbf&defaultView=image_dynamic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",67,"canescens",-77.829623,0.937397,"Senecio","COL","Narino","Volcan Cumbal, Laguna Bolsa","2890","Ewan Joseph","Cuatrecasas","FMNH","16135","https://ids.si.edu/ids/media_view?id=ark:/65665/m304a83ee9a2fe40e6b823c4d1415bc518&defaultView=image_dynamic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",68,"canescens",-76.3941667,2.3319444,"Senecio","COL","Cauca","Volcan Purace, the trail from the sulphur mine to the northern side of the crater.","4105","Petr Sklenar","Petr Sklenar",NA,"12318",NA,"from Petr's tables","Lasiocephalus cf. canescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",69,"canescens",-76.057676,2.920761,"Senecio","COL","Huila","Nevado del Huila","4000","Pittier","Cuatrecasas","FMNH","1010","https://ids.si.edu/ids/media_view?id=ark:/65665/m36ce4669e33f940a7b698d4d0e93234f7&defaultView=image_dynamic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",70,"canescens",-74.110754,3.936309,"Senecio","COL","Cundinamarca","Nevado Sumapaz","4300","Cleef","Cleef","FMNH","1334","https://www.google.com/maps/place/3%C2%B056'10.7%22N+74%C2%B006'38.7%22W/@3.9363143,-74.1129427,17z/data=!3m1!4b1!4m6!3m5!1s0x0:0x0!7e2!8m2!3d3.9363094!4d-74.1107536!5m1!1e4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",71,"canescens",-74.207519,4.291951,"Senecio","COL","Cundinamarca","Paramo Chisaca, Laguna negra","3660-3720","Cuatrecasas","Cuatrecasas","FMNH","25886","https://fm-digital-assets.fieldmuseum.org/1491/887/V0413648F.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",72,"canescens",-75.348519,4.907444,"Senecio","COL","Caldas","Vertiente occidental, Nevado del Ruiz","4600-4700","Idrobo","Cuatrecasas","FMNH","1340","https://ids.si.edu/ids/media_view?id=ark:/65665/m32645df1ec94f4848811fd10bfb6ed39d&defaultView=image_dynamic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",73,"canescens",-72.969816,6.028719,"Senecio","COL","Boyaca","Entre Belen y Encino, Alto de las Cruces","3700","Cuatrecasas","Cuatrecasas","FMNH","28721","https://ids.si.edu/ids/media_view?id=ark:/65665/m397d7596170524200b1742d654437fc9e&defaultView=image_dynamic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",74,"canescens",-72.324083,6.374983,"Senecio","COL","Boyaca","Cueva de los hombres, Nevado del Cocuy","4350","Cleef","Cleef","FMNH","8604","https://ids.si.edu/ids/media_view?id=ark:/65665/m3ff412d7f72764a39960d31f0466c5aa4&defaultView=image_dynamic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",75,"canescens",-72.684859,7.004987,"Senecio","COL","Santander","Paramo del Almorzadero","3600-3800","Cuatrecasas","Cuatrecasas","FMNH","13528","https://ids.si.edu/ids/media_view?id=ark:/65665/m3a5183f46b2ce40ce82458e389565fe74&defaultView=image_dynamic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",76,"canescens",-67.966667,-16.3,"Senecio","BOL","La paz","Cotapata","4350","Beck","Luciana","FMNH","28735","https://ids.si.edu/ids/media_view?id=ark:/65665/m36e0ed9ccf25d4c879d4f6d6973d891ba&defaultView=image_dynamic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",77,"canescens",-72.375142,6.405336,"Senecio","COL","Boyaca","Alto de la Cueva, Cocuy","3750","Cuatrecasas","Cuatrecasas","FMNH","27814","https://ids.si.edu/ids/media_view?id=ark:/65665/m30368c88461444f099e0f3873dd71b649&defaultView=image_dynamic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",78,"canescens",-75.391015,4.787055,"Senecio","COL","Caldas","Nevado de Santa Isabel, cabecera rio Otun","4420","Cuatrecasas","Cuatrecasas","FMNH","23208","https://fm-digital-assets.fieldmuseum.org/51/881/V0051291F.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",79,"canescens",-76.843889,-9.481389,"Senecio","PER","Huanuco","Miraflores, bosque de piedras Huahuan Apay","4025","Montesinos","Salomon","Mus.Bot.Berol.","4830","IMG_5585",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",80,"cocuyanus",-72.7127778,7.0115,"Senecio","COL","Norte de Santander","Paramo Almorzadero, municipio Presidente, rocks above the waterfall flowing from the Laguna Tambor, ca 3 km ESE from Presidente","3800","Petr Sklenar","Petr Sklenar",NA,"C-23",NA,"from Petr's tables","Lasiocephalus santanderense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",81,"comosus",-65.898507,-17.179993,"Senecio","BOL","Cochabamba","15 kms from Colomi, on the road to Tunari","3200","King, R. M","Cuatrecasas","USNH","7682","https://ids.si.edu/ids/media_view?id=ark:/65665/m393ce9ed4df7f42dbbc0a4c6ae1a866b7&defaultView=image_dynamic","coordinates created by Diana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",82,"comosus",-67.96666,-16.31666,"Senecio","BOL","La paz","13.1 km al este (debajo) de La Cumbre (vieja estación de ferrocarril) por el camino a Unduavi. (ca. 0.6 km arriba del camino a Mina Lourdes). Puna húmeda.","3850","James C. Solomon","Robinson Harold","MO","18313","http://legacy.tropicos.org/Specimen/592438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",83,"comosus",-68.01666,-16.31666,"Senecio","BOL","La paz","8.5 km NE of (below) La Cumbre on road to Unduavi.","4150","James C. Solomon","M Dillon","MO","12580","http://legacy.tropicos.org/Specimen/597877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",84,"comosus",-68.7925,-14.8944444,"Senecio","BOL","La paz","Área Natural de Manejo Integrado Apolobamba, sector Chaka antiguo camino de herradura entre Laji-Sorapata y Apolo. Bosque de ceja de monte inferior pluvial.","3576","S. Achá",NA,"BOLV, LPB, MO","215","http://legacy.tropicos.org/Specimen/100217037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",85,"comosus",-72.821899,-13.591634,"Senecio","PER","Apurimac","22 km E of Abancay. Interface between puna and montane shrubs.","3500-3600","A Gentry","M Dillon","MO","23385","http://legacy.tropicos.org/Specimen/1381625","coordinates created by Diana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
